Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-02-19,23.58705711364746,43.009822845458984,23.78413200378418,22.9882869720459,66.95314025878906,32.56037521362305,44.782203674316406,27.323707580566406,22.22463035583496,81.47825622558594,51.57892990112305
2019-02-20,23.99150276184082,42.86097717285156,23.884553909301758,23.13593292236328,67.2717056274414,32.5977897644043,44.70022201538086,27.15216064453125,22.323780059814453,81.38151550292969,51.68160629272461
2019-02-21,23.896846771240234,42.460914611816406,23.51516342163086,23.014347076416016,66.99739837646484,32.6118049621582,44.83137893676758,27.198951721191406,22.486373901367188,80.66902923583984,51.57892990112305
2019-02-22,24.000104904174805,42.86097717285156,23.583303451538086,22.979602813720703,67.43984985351562,33.027931213378906,44.61825180053711,27.354904174804688,22.625181198120117,81.40788269042969,51.85895538330078
2019-02-25,24.155004501342773,42.90748596191406,23.62274932861328,23.075132369995117,67.70530700683594,33.18690490722656,44.3723258972168,27.12876319885254,22.47844123840332,81.52224731445312,51.6862678527832
2019-02-26,24.017316818237305,42.90748596191406,23.54743766784668,23.005661010742188,67.51947021484375,33.25702667236328,44.39691162109375,27.074180603027344,22.45068359375,81.23197937011719,51.75627517700195
2019-02-27,23.978595733642578,42.69352340698242,23.637100219726562,23.092510223388672,67.78496551513672,33.224300384521484,44.331336975097656,26.988407135009766,22.47844123840332,80.85374450683594,51.71894073486328
2019-02-28,23.686016082763672,42.72141647338867,23.400409698486328,23.031709671020508,67.55487823486328,33.130794525146484,44.54447937011719,27.06638526916504,22.609317779541016,80.61627197265625,51.43890380859375
2019-03-01,23.655895233154297,43.05634307861328,23.830753326416016,23.179357528686523,67.61685180664062,33.3552131652832,44.4625129699707,27.03519058227539,22.656904220581055,81.7597427368164,51.85429763793945
2019-03-04,23.763460159301758,43.11216735839844,23.873794555664062,23.031709671020508,67.31594848632812,33.228981018066406,44.388729095458984,27.144363403320312,22.69655990600586,80.65145874023438,51.69093322753906
2019-03-05,23.651594161987305,43.38196563720703,23.794893264770508,22.944869995117188,66.88236236572266,33.130794525146484,44.35593795776367,27.222339630126953,22.66880226135254,80.60745239257812,51.821624755859375
2019-03-06,23.703224182128906,43.36334991455078,23.493648529052734,22.797229766845703,66.25404357910156,32.957794189453125,44.29035568237305,27.15216064453125,22.66880226135254,79.42878723144531,51.57892990112305
